innovation,integrity,quality,respect,teamwork,document_length,Doc_ID
115,16,85,23,31,2706,12224569
128,11,94,11,31,2678,12224583
33,18,29,23,4,3091,12224587
56,22,31,18,17,2189,12224588
35,6,23,10,20,1686,12224638
96,14,115,4,22,3396,12224653
52,4,66,2,4,1382,12224655
9,6,21,0,10,1306,12224659
90,8,148,33,12,2150,12224731
24,6,30,4,10,1907,12224968
55,16,59,11,21,2610,12224999
7,3,4,0,5,461,12225094
27,9,25,12,3,870,12225109
27,4,39,10,13,2309,12225163
92,8,29,8,21,962,12225185
12,1,10,0,1,424,12225301
48,4,36,5,9,1150,12225338
95,7,68,15,9,2291,12225409
7,4,4,2,1,389,12225441
10,6,18,3,2,1268,12225564
20,5,28,7,8,1026,12225647
43,19,35,11,13,3075,12227438
45,3,31,3,15,1457,12227452
1,1,0,0,2,153,12227458
82,5,73,3,8,2922,12227459
14,8,28,1,4,1011,12227467
27,1,43,4,9,1246,12227513
21,9,11,1,4,1613,12227601
34,12,20,14,12,1761,12227619
22,7,6,3,7,1218,12227621
4,1,5,1,1,574,12227623
30,5,11,5,9,1207,12227624
34,9,33,10,9,1270,12227630
9,2,5,2,14,890,12227642
36,14,20,1,12,1978,12227647
9,2,13,6,3,714,12227733
162,19,97,12,15,2473,12227745
133,38,46,29,34,2660,12227751
24,3,7,13,4,556,12227913
26,8,35,18,3,1297,12227929
83,8,110,12,63,4397,12228092
26,0,34,1,5,1035,12228140
53,6,42,5,2,1682,12228304
13,2,30,6,8,1052,12228334
22,4,33,2,3,1133,12228338
48,2,104,1,21,2576,12228339
39,1,38,6,5,1095,12228352
4,1,4,0,4,251,12228353
15,6,16,5,3,1603,12228434
64,11,26,10,17,4464,12228470
0,0,0,0,0,53,12228546
48,11,29,1,28,2910,12228722
15,1,6,0,0,648,12228913
78,10,40,20,14,1346,12228932
28,12,14,18,12,2274,12228977
58,9,41,8,33,1993,12229070
108,15,31,16,9,2910,12229351
30,6,13,2,10,1434,12229360
10,2,10,0,3,618,12229373
26,6,30,1,13,1515,12229374
11,4,5,0,1,760,12229418
26,2,18,1,0,575,12229540
31,6,26,0,9,1149,12229560
31,4,25,1,6,1120,12229565
11,0,6,2,1,387,12229566
83,3,49,7,11,2379,12229581
38,8,60,6,9,1851,12229590
2,1,0,0,3,253,12229821
6,0,4,1,0,474,12229875
28,6,3,2,6,1080,12229877
2,1,1,0,0,167,12229916
148,26,90,74,50,1938,12229923
28,6,14,10,1,1395,12229933
3,0,2,0,2,218,12230194
49,12,32,25,13,1401,12230224
23,14,6,5,3,1406,12230307
15,6,14,1,2,1011,12230319
51,1,15,7,18,1774,12230320
36,9,23,8,4,1725,12230797
24,14,18,14,2,1634,12230805
37,3,54,4,14,1685,12230987
14,0,16,1,3,479,12231085
22,8,36,3,12,1807,12231268
5,2,14,2,1,445,12231288
114,9,31,6,7,3194,12231388
77,6,78,13,13,2718,12231390
34,0,38,10,2,1124,12231416
49,1,16,7,8,1170,12231418
35,13,30,6,7,1678,12231552
11,13,17,5,16,1027,12231584
0,0,0,0,1,405,12231673
56,16,24,8,5,2639,12231784
81,14,45,23,16,2285,12231907
13,0,3,0,6,973,12231967
59,13,101,20,16,2889,12232222
18,8,23,24,28,1543,12232270
2,2,1,0,1,434,12234662
25,1,27,0,3,1483,12234833
72,12,63,11,37,2642,12234895
120,37,109,67,44,3101,12234903
96,18,75,8,32,2430,12234904
20,5,3,14,11,1735,12234968
3,2,10,0,5,471,12235000
74,8,73,14,26,1846,12235023
32,7,10,4,12,1444,12235045
23,10,29,4,19,1285,12235046
31,6,20,7,0,1573,12235049
44,5,44,4,7,2237,12235066
7,5,7,7,3,651,12235160
18,4,12,3,5,872,12235165
32,8,39,3,25,1279,12235177
8,4,9,1,3,1364,12235256
50,2,50,4,18,1957,12235269
22,9,30,11,11,1513,12235277
18,4,2,3,4,941,12235354
51,11,41,28,12,1069,12235359
21,1,23,1,4,1332,12235464
4,0,0,0,1,133,12235472
26,7,19,3,6,735,12235569
20,10,15,2,3,1330,12235727
20,3,26,12,8,1222,12235772
94,15,79,34,5,3185,12235896
24,5,13,3,2,845,12235927
82,8,95,24,20,1967,12235981
23,5,18,4,18,988,12236080
161,21,121,16,21,2334,12236190
110,19,60,17,28,3397,12236204
90,2,98,10,16,1898,12236281
5,3,2,2,10,372,12236470
103,13,38,8,11,1980,12236512
14,2,10,6,9,623,12236539
17,9,18,2,15,1127,12236823
39,4,25,6,22,1013,12236841
14,0,25,0,3,657,12236872
83,15,78,11,15,1703,12236903
38,15,35,16,13,1586,12236905
15,2,10,3,12,915,12237822
6,5,11,0,13,753,12237869
5,4,6,0,8,625,12237876
42,10,39,16,15,1922,12238001
23,4,31,11,7,763,12238018
4,2,19,1,1,1072,12238337
33,17,57,19,26,1725,12238416
40,3,38,3,9,1118,12238434
109,73,95,90,39,5588,12238499
276,72,317,96,99,6676,12238508
68,11,59,22,4,2312,12238610
43,3,17,6,29,1448,12238713
96,12,70,7,37,4037,12238725
22,2,44,22,13,1229,12239216
103,6,41,23,20,1959,12239354
27,4,18,0,11,706,12239668
105,2,63,17,13,2966,12239809
4,3,2,2,4,289,12239903
7,7,12,1,14,1131,12240293
40,6,16,7,9,1421,12240397
17,5,22,0,1,634,12240518
14,4,21,8,4,1003,12240707
13,2,6,2,0,788,12240716
19,2,20,1,3,805,12242479
41,11,25,33,36,1812,12242748
23,10,18,11,1,1330,12242896
4,2,3,0,0,70,12244781
45,16,32,11,8,2935,12245019
15,3,28,3,3,1193,12245190
14,3,9,3,7,682,12245617
48,4,22,3,23,1977,12245623
11,4,7,3,5,907,12247320
47,22,41,21,23,2957,12247350
50,9,44,3,7,2282,12249954
6,0,4,0,1,182,12251695
16,4,49,7,9,1208,12251817
29,1,18,8,6,501,12254252
11,2,17,11,0,887,12279885
41,13,46,19,11,2089,12354129
9,8,10,2,0,618,12354131
13,2,10,9,1,572,12362201
49,14,80,12,16,2176,12404197
10,3,4,4,0,717,12437234
17,0,8,3,3,804,12437235
100,11,81,22,14,2347,12437788
73,6,37,6,6,1443,12441655
47,3,40,2,5,1586,12441832
45,2,34,5,3,1262,12442259
26,2,17,1,10,749,12455478
39,9,52,7,43,2154,12455481
87,20,55,28,38,2509,12458519
116,12,45,13,25,2717,12459395
219,96,169,123,71,8441,5878780
83,23,55,15,18,3920,6013497
46,7,47,6,8,2205,6046713
68,23,64,28,13,3464,6073767
36,2,51,7,16,1555,6100097
9,1,27,10,9,1004,6100099
39,6,47,5,5,2297,6102741
35,1,23,1,3,1709,6108142
112,59,89,35,65,3754,6118144
17,2,24,5,4,1392,6131841
34,10,49,2,9,2743,6134787
53,8,60,12,23,1967,6611210
150,9,80,7,11,2900,6887873
34,1,54,0,3,1949,7203361
53,13,35,7,26,2891,7212446
38,1,21,5,13,1302,7255675
65,9,82,4,4,3197,7258952
99,30,86,17,40,4453,7285881
115,43,93,18,25,4648,7285885
45,22,82,17,27,2673,7285889
100,26,96,13,26,4366,7285897
37,6,34,1,4,2379,7296493
67,42,72,47,22,3269,7308042
22,5,37,8,4,1115,7437159
41,9,63,26,10,2779,7439399
122,5,135,22,3,3549,7447289
4,2,9,0,3,295,7463243
65,17,73,7,20,3365,7478461
38,29,27,12,15,2719,7518283
49,3,35,2,9,2223,7541830
41,6,38,6,14,1808,7605114
137,14,115,15,27,2975,7627064
9,6,36,16,1,597,7629516
35,9,23,9,7,2274,7634989
40,15,39,9,12,2639,7634993
82,16,45,11,14,3478,7634995
69,33,62,17,16,3222,7642472
74,18,103,14,13,3712,7642478
70,25,71,22,16,4248,7642480
113,19,138,33,31,3581,7921410
56,5,60,3,6,2017,8058398
125,21,111,25,17,4201,8058451
66,9,66,2,17,3904,8275132
93,23,77,6,29,3508,8275214
68,8,38,1,9,3073,8275294
79,8,59,5,16,3094,8275370
193,15,88,28,58,4540,8399732
26,10,29,3,6,1993,8530657
45,2,35,6,5,2313,8592542
15,6,10,4,1,1479,8609827
15,12,25,0,2,1470,8609833
34,10,34,3,1,2153,8609843
23,9,14,4,13,1778,8682389
43,10,31,39,14,2264,8683844
62,6,60,15,16,2396,8824988
5,4,3,1,6,435,8837751
59,10,46,24,15,2385,8863280
28,3,17,4,2,1540,8953277
14,41,26,18,8,2398,8966017
83,10,62,18,14,2484,8989051
72,28,79,15,8,4171,9258746
44,43,43,32,22,2404,9494589
91,25,78,15,25,3620,9651313
227,190,213,139,96,10141,9684339
25,11,29,2,13,2333,9752205
43,6,54,8,5,2612,9944002
36,2,101,12,7,2856,9944041
35,6,77,4,16,3474,9944059
40,26,42,2,8,3745,10374447
52,36,58,26,26,3972,10374470
38,6,22,12,15,1538,10610622
67,19,104,9,11,3707,10689154
71,18,75,15,18,3128,10742389
32,4,35,2,8,1629,10781921
16,3,13,1,1,675,11055903
63,3,31,0,1,2196,11062719
40,3,36,11,7,2532,11088573
55,28,46,6,6,2952,11094124
44,5,33,6,15,2384,11108294
136,5,87,16,17,3095,11110795
33,4,43,1,4,1566,11116234
33,13,11,5,16,2397,11117141
97,5,121,16,12,2892,11119434
26,35,32,7,21,2811,11146330
2,2,3,0,3,617,11153003
46,3,36,8,2,1780,11155097
8,3,14,1,1,424,11156869
168,12,94,22,32,3837,11157096
96,24,67,15,26,3340,11158231
15,4,8,6,4,397,11164858
33,6,19,10,3,2093,11177736
67,9,86,7,8,2940,11184013
66,6,55,5,4,2677,11190146
52,7,25,1,6,2909,11196277
34,25,31,36,15,1996,11197438
100,18,114,7,30,3932,11198628
60,11,86,13,11,2371,11204973
82,7,54,6,9,2423,11206090
126,12,112,24,22,3736,11216594
22,1,38,0,9,1135,11221172
88,30,66,10,25,4397,11236477
92,34,58,33,25,3346,11237163
1,1,8,0,1,288,11252847
190,25,103,53,76,5687,11259140
145,17,90,17,35,4230,11259141
24,0,36,9,5,853,11260573
32,10,38,10,15,2046,11267927
44,8,35,7,8,2591,11299934
76,6,39,0,7,3713,11299949
76,12,47,18,12,2549,11309069
27,3,14,0,8,1227,11318626
120,9,66,11,29,3743,11319340
38,6,21,9,8,2158,11321402
23,4,39,6,13,2546,11348010
64,12,36,3,12,2378,11348593
51,13,39,28,22,1951,11362091
24,7,43,10,9,2045,11362326
206,11,84,16,18,4221,11390950
20,12,48,9,10,2480,11432491
54,11,61,9,20,2612,11448327
134,17,128,28,23,3609,11455853
2,0,1,0,0,196,11458358
59,10,47,15,19,3593,11469840
184,146,189,109,98,10753,11471495
31,0,17,5,8,1419,11484594
11,8,4,0,4,1084,11487246
40,12,55,1,12,2704,11489651
52,10,42,10,11,1993,11491848
117,8,65,7,13,2266,11500663
63,5,80,21,20,2018,11506148
22,16,27,2,17,2157,11514935
31,6,45,8,28,2783,11515000
83,13,98,15,27,4975,11519926
86,12,65,13,12,3028,11519931
1,1,0,0,0,257,11522161
81,9,72,12,13,3449,11523353
44,8,26,3,2,1343,11523577
122,50,137,57,28,2593,11527256
68,13,35,8,22,2767,11529613
60,4,40,5,11,1999,11534481
82,12,57,15,5,3647,11535591
41,5,33,6,2,2767,11535648
98,5,65,17,18,3201,11540417
81,8,70,15,14,2392,11541943
15,0,22,1,5,1122,11542366
115,64,90,62,42,4426,11552442
77,3,65,8,20,2617,11553215
92,8,73,22,23,2845,11554717
91,6,54,3,14,2689,11561662
32,7,52,3,12,3200,11564223
57,5,47,4,5,2491,11565548
29,4,15,2,13,1121,11566162
47,9,59,8,10,1989,11571044
87,13,49,16,11,2837,11571204
94,13,49,29,13,3216,11571206
10,3,18,0,6,1169,11577651
64,9,69,13,29,2953,11591933
51,6,34,15,20,3188,11594512
10,0,7,3,1,1045,11605656
42,14,31,10,6,2213,11624331
15,2,8,7,4,1148,11635174
9,2,36,7,8,1831,11636996
31,1,12,0,2,941,11640543
80,22,110,17,18,4290,11644009
43,11,57,10,3,3039,11646958
22,8,43,4,10,2369,11652259
69,13,29,11,16,2606,11652882
15,3,11,6,6,1495,11652981
0,0,0,0,0,26,11656101
30,3,20,1,7,1098,11664880
35,7,33,8,11,1775,11666210
15,4,29,0,3,1518,11666876
92,28,70,51,12,3002,11669341
28,9,54,6,3,1949,11672186
85,17,62,44,9,3235,11674359
29,0,26,7,6,996,11676200
94,27,69,17,18,4368,11677394
6,4,4,0,1,795,11681503
51,6,23,6,19,1613,11681519
28,3,30,4,5,2084,11686377
57,11,24,3,40,2713,11688232
51,15,38,5,13,2423,11688288
44,2,29,0,2,1968,11689266
102,3,43,8,3,2713,11689294
669,38,201,126,61,7872,11689707
37,21,35,9,15,2771,11734396
22,1,14,0,3,552,11743011
82,3,64,7,15,3017,11743021
3,10,35,0,0,975,11745975
63,2,52,9,12,1907,11747322
82,16,23,33,12,2314,11748177
16,6,38,1,2,928,11771184
81,14,76,20,22,3381,11771453
31,3,23,13,2,2018,11771499
894,116,720,204,124,17904,11780882
28,3,51,2,4,1341,11783682
54,13,26,17,13,1594,11787519
177,118,166,82,70,8250,11787939
26,3,33,3,3,2348,11789863
67,8,33,7,7,2609,11789869
9,3,9,0,5,494,11803809
0,0,0,0,0,19,11804108
36,6,33,1,22,2168,11804155
16,2,53,11,1,1881,11808968
46,5,39,4,9,1622,11813358
37,1,82,3,15,1569,11818636
35,4,40,15,14,2456,11821919
14,0,14,4,6,616,11832928
16,1,12,0,4,793,11832929
225,33,116,28,38,8290,11836137
44,2,28,4,5,2137,11836833
16,8,7,0,3,1306,11839257
59,15,36,25,10,2526,11843811
104,10,91,26,29,2410,11850136
7,3,27,2,3,1267,11862385
61,8,21,5,7,2701,11863566
26,9,39,5,6,2309,11876752
56,10,78,3,18,2407,11880560
30,2,28,0,0,1434,11880561
68,20,53,20,24,3988,11881418
22,57,54,69,17,2581,11881423
38,16,50,6,19,2729,11912049
66,18,63,19,27,2455,11912422
24,7,60,10,8,1568,11913856
1,0,1,0,1,144,11914454
35,10,20,7,8,2301,11917555
60,23,62,11,10,4268,11941127
128,29,85,18,35,4869,11941221
20,13,20,3,5,1444,11942057
25,31,30,17,18,3082,11944571
35,22,20,7,8,2490,11944590
37,24,20,12,12,2855,11944619
19,15,18,3,11,2908,11947983
71,10,56,16,11,2668,11948209
5,1,11,0,4,720,11955299
99,16,55,7,22,3848,11961771
80,6,40,2,7,3062,11965201
73,14,70,17,16,2961,11965224
96,7,87,15,27,3745,11971370
93,15,70,12,20,2668,11971373
89,20,44,11,14,3147,11978365
80,4,78,8,6,2316,11985431
53,4,40,13,4,1939,11985488
842,69,655,136,125,13396,11988490
69,18,52,4,10,2305,11990186
63,14,50,7,18,2537,11990197
131,15,108,39,34,2782,11999306
78,27,77,14,13,4236,12001521
67,17,64,19,19,2754,12002223
312,36,183,41,46,8075,12004864
69,16,87,23,6,3073,12005031
23,5,18,1,6,952,12021837
15,4,22,0,4,931,12022644
21,4,38,12,21,2066,12023538
97,6,84,19,13,2467,12024277
22,7,19,4,6,1785,12035016
31,9,33,7,10,1658,12035721
3,1,11,0,5,703,12040265
120,15,33,15,11,2073,12040452
71,6,47,7,23,2819,12047157
43,3,29,1,14,2413,12047931
74,11,46,4,16,2899,12048116
23,0,9,1,2,1661,12048855
59,7,70,5,6,2836,12066877
57,13,57,2,10,3147,12067213
21,2,27,4,8,1748,12078446
16,3,19,5,4,1163,12085860
365,38,262,47,44,7871,12086378
36,6,42,4,10,1987,12094183
91,9,71,9,13,2734,12113089
37,8,30,3,14,2561,12113645
31,0,33,0,6,1929,12113646
50,12,30,4,22,1652,12119239
14,2,20,2,3,1076,12121691
78,9,61,18,32,1977,12121697
55,8,21,8,11,1664,12122604
82,4,41,4,9,2145,12122873
45,9,43,8,8,2355,12123738
20,1,16,1,1,831,12124854
33,19,29,9,5,2365,12125033
452,66,308,116,91,9492,12125328
122,17,76,19,27,3784,12125431
107,98,132,108,68,7503,12130185
28,9,35,21,16,1751,12134059
53,2,53,13,10,1617,12138436
28,4,13,7,5,1527,12139176
83,4,57,18,21,2374,12139339
28,0,42,3,6,1573,12139342
18,0,21,3,6,1106,12139779
223,125,123,132,96,7774,12140528
90,4,62,19,15,3833,12140627
109,22,146,32,25,5588,12140682
59,9,50,5,7,2925,12140932
61,15,50,5,8,2568,12140954
87,3,88,7,12,2654,12141784
45,5,47,2,8,2272,12141910
39,3,31,1,3,820,12142036
29,5,17,7,7,1852,12142097
26,3,27,6,8,2999,12142117
79,8,53,31,23,4434,12142262
119,14,112,11,14,2902,12142493
45,16,17,21,24,1985,12142494
29,8,46,6,12,1913,12142522
15,2,32,1,15,1391,12142524
135,19,84,31,25,3374,12142539
10,2,5,1,0,670,12142579
43,11,36,3,5,2208,12143263
122,16,64,42,67,2729,12144657
114,16,83,7,30,2022,12144705
113,7,50,5,16,2463,12145275
23,20,47,8,10,2961,12145452
58,8,85,13,22,1534,12145785
91,4,58,8,5,2444,12145925
17,2,24,6,8,1997,12145979
131,49,91,36,60,2777,12146835
106,17,67,10,15,3325,12147489
42,8,23,19,9,1820,12147553
36,10,24,1,4,1216,12148106
32,10,51,17,8,1875,12152644
332,214,315,150,104,11519,12153788
64,7,56,5,4,1929,12154555
42,8,36,1,17,1984,12157509
49,6,49,2,6,1601,12158109
78,11,100,6,19,2689,12158112
164,8,52,18,13,3581,12158115
27,5,31,4,11,1846,12158288
107,14,66,13,19,1826,12158395
129,3,76,9,23,2793,12158494
53,14,62,8,4,1916,12158955
10,8,31,6,6,1335,12159003
50,5,51,3,5,1718,12159006
43,7,55,5,7,2177,12159918
69,20,102,11,17,3513,12163179
76,11,45,10,3,3384,12163347
36,25,36,20,11,1636,12163726
93,19,96,18,22,2880,12163828
32,3,67,1,20,2194,12164011
637,71,361,108,90,9080,12165520
768,146,836,122,203,16539,12166212
7,3,2,0,2,456,12166217
236,355,251,157,144,14155,12166320
9,6,19,2,3,1365,12166865
126,5,84,5,19,3199,12167346
14,4,19,9,2,1404,12169164
185,7,82,22,7,2338,12172188
13,15,23,3,4,3020,12175641
26,1,21,7,11,1049,12175900
101,15,40,24,13,2471,12176565
159,12,57,29,18,2648,12176588
6,1,4,1,0,324,12176934
73,7,43,3,7,1194,12176938
76,13,76,12,13,3003,12177378
40,16,70,8,4,2428,12178467
16,7,23,1,3,1078,12178811
26,6,25,8,5,1058,12178972
46,1,31,6,9,1002,12179011
43,5,54,5,18,3073,12179199
73,13,72,8,10,1852,12179215
84,45,71,91,54,3484,12180290
11,3,7,0,3,360,12180321
15,4,34,8,11,2773,12181722
444,47,251,115,137,7189,12181728
21,8,54,14,1,1916,12182073
17,2,9,6,9,1732,12182094
66,4,55,8,6,2681,12182251
16,15,25,11,2,747,12182649
39,5,42,2,20,1541,12182968
16,2,50,1,8,1272,12182969
16,8,20,6,5,984,12183302
29,21,16,6,6,1858,12183456
45,11,72,18,14,2383,12183557
27,12,27,6,6,2894,12183630
32,9,27,8,16,1931,12183903
14,3,15,1,6,933,12184028
52,16,62,20,33,1998,12184112
13,1,10,1,3,1030,12184257
37,3,23,4,6,1595,12184259
271,15,160,21,29,4316,12184315
35,6,30,8,9,2673,12184382
81,5,35,9,26,2099,12185267
27,8,42,8,13,2138,12185339
32,5,13,1,9,1385,12185491
18,1,32,2,4,1153,12185692
200,29,61,30,15,3717,12185822
4,2,6,0,4,736,12185933
45,23,37,11,13,2908,12185936
32,7,28,3,3,1454,12185950
78,7,56,9,10,2236,12185967
76,8,40,8,14,2783,12185974
36,7,15,8,5,1611,12186148
45,4,68,16,10,1849,12186187
21,17,23,7,3,2035,12186193
17,6,8,1,2,1208,12186902
68,19,45,4,13,2669,12189325
8,4,18,0,5,1306,12189372
73,14,52,5,12,2977,12189401
303,51,185,73,46,6763,12189542
203,25,228,44,14,4273,12189999
10,1,14,4,3,992,12190276
16,12,47,7,6,1681,12190862
67,28,40,49,31,1953,12191286
97,15,55,18,29,3518,12192628
27,8,24,8,5,1203,12192722
17,2,34,3,15,2827,12192769
72,13,55,17,27,2190,12193312
26,4,14,21,3,1387,12193358
70,3,19,0,3,1698,12193396
36,8,46,10,9,2262,12194286
28,21,33,22,9,685,12194627
63,7,67,10,12,2185,12195106
92,3,52,1,20,2176,12196180
9,4,9,0,5,1007,12196387
7,6,19,9,9,1770,12196837
47,6,26,3,6,2034,12197085
20,2,3,1,5,1083,12197131
36,13,38,7,3,1397,12197148
8,5,19,7,6,542,12197209
38,1,55,15,2,2195,12197297
428,33,338,62,68,9527,12197329
40,13,30,18,13,1910,12198807
25,13,45,14,1,1226,12199100
104,7,60,6,25,2557,12199168
73,9,115,11,21,4203,12199397
98,5,93,3,9,3894,12199402
15,2,8,6,2,987,12202337
11,3,17,5,8,1456,12203254
254,28,105,23,30,5613,12203935
40,13,22,7,8,1916,12204056
64,49,55,26,21,3492,12204195
51,10,32,7,9,2707,12204746
30,6,14,5,10,1081,12208479
72,36,47,30,29,2279,12208602
42,2,73,9,22,3011,12208985
113,3,70,11,17,1756,12209119
166,7,41,9,40,2513,12210390
63,13,63,14,20,3100,12210409
196,32,147,7,27,6433,12211165
329,105,280,76,78,12453,12211370
10,2,9,2,1,972,12211515
2,0,4,1,1,383,12211667
20,12,10,6,6,528,12211701
33,5,37,4,7,2421,12211747
33,3,15,8,8,1716,12211839
96,10,93,12,20,2406,12212116
44,4,29,1,12,1041,12212314
13,5,41,2,2,1735,12212349
201,41,158,38,59,6129,12213544
17,0,16,1,0,878,12213659
0,0,0,0,0,65,12214282
13,35,31,21,13,1531,12214422
78,3,25,10,24,1726,12214609
86,4,47,49,4,2393,12214875
24,10,25,7,16,1587,12215011
20,2,12,0,4,1409,12215189
35,1,56,3,6,2649,12215450
139,16,98,17,15,3345,12215452
34,9,8,12,10,1601,12215460
17,4,7,10,12,1311,12215473
59,6,36,19,33,2944,12215565
11,5,35,4,10,1114,12215779
69,4,28,3,5,3088,12215843
4,2,2,0,2,579,12215849
87,55,69,65,40,3862,12215879
1,1,0,1,0,213,12216106
9,0,25,1,2,526,12216438
30,4,37,3,8,2383,12216567
48,2,69,6,8,2117,12216627
92,16,79,6,17,4171,12216644
74,8,35,36,18,1916,12216763
2,5,14,1,0,856,12216812
111,5,45,12,13,1850,12217133
12,1,16,1,5,1740,12217243
22,5,17,7,9,2108,12217399
41,9,63,3,2,2342,12217578
45,11,56,8,12,2829,12217796
169,22,78,25,24,2574,12217802
49,7,76,6,4,2232,12217928
55,9,37,7,6,2290,12217929
47,5,39,4,3,1553,12218066
37,7,18,3,24,1647,12218624
40,3,39,5,18,2816,12218812
113,10,128,26,15,2433,12218923
52,7,38,10,7,2056,12219006
60,9,43,38,4,2153,12219228
42,20,43,16,21,2572,12219229
19,1,3,0,3,665,12219309
49,7,39,7,4,1983,12219356
22,7,25,0,8,1140,12220610
16,5,31,2,4,1873,12220825
451,52,282,64,75,8804,12220847
0,0,1,0,0,79,12221037
161,16,112,25,37,3467,12221055
24,4,20,12,5,626,12221128
97,6,52,8,11,2121,12221268
4,0,7,5,0,144,12221312
15,1,12,1,6,1388,12221680
201,107,194,89,81,8505,12221912
59,8,56,11,10,3314,12222092
10,4,15,3,9,1147,12222102
0,0,3,0,2,348,12222236
6,1,10,6,0,412,12222261
17,4,12,0,7,878,12222398
33,4,33,26,2,903,12222427
136,9,85,11,14,3586,12222428
72,9,28,17,11,2024,12222438
120,13,86,42,18,2664,12222439
6,3,19,3,8,712,12222815
34,11,46,3,10,1606,12222947
21,1,9,2,3,1280,12223008
12,5,8,6,6,877,12223009
9,6,6,1,5,863,12223019
26,9,15,5,1,1832,12223020
42,4,23,16,11,2608,12223033
104,9,36,1,11,2811,12223036
20,0,31,4,8,1445,12223057
68,7,50,14,17,3615,12223114
50,14,64,10,12,3671,12223159
37,4,36,9,3,1921,12223199
41,9,33,12,13,1921,12223439
62,5,56,8,6,1776,12223462
29,2,20,9,2,1309,12223471
8,7,13,12,3,950,12223820
58,2,51,3,7,2437,12223829
102,10,125,8,21,3160,12224135
48,56,63,110,35,2521,12224345
24,0,13,1,16,1805,12224358
32,9,22,9,14,1980,12224360
38,4,29,7,6,1814,12224621
71,6,60,11,8,2098,12224622
91,13,33,6,7,2842,12224625
86,28,70,24,25,4450,12224639
68,8,40,2,10,2629,12224686
55,34,48,26,24,3378,12225014
9,3,20,0,5,756,12225071
5,1,6,0,0,378,12225089
13,4,8,0,6,629,12225138
14,4,22,2,6,1191,12225150
56,5,34,12,5,1501,12225164
24,0,12,7,3,1183,12225314
50,5,39,6,6,1904,12225341
43,8,23,8,3,2022,12225372
46,15,59,16,13,3321,12225408
127,16,102,39,45,3294,12225411
113,14,59,21,16,2686,12225433
6,6,10,1,9,701,12225444
307,49,261,54,87,13210,12225456
39,14,33,11,20,1415,12225548
0,0,0,0,0,54,12225562
22,4,22,14,5,1355,12226154
56,5,38,3,11,2005,12227280
25,10,46,10,12,2102,12227282
12,0,6,3,2,1163,12227284
20,6,26,7,3,1567,12227291
37,8,32,5,13,2292,12227332
65,9,40,15,15,1890,12227339
25,17,10,15,7,2027,12227558
62,16,99,5,15,3412,12227563
47,23,32,11,28,3418,12227603
27,3,21,1,1,693,12227613
65,8,51,17,10,2657,12227641
67,7,51,15,14,2772,12227700
43,7,48,11,11,1936,12227739
6,1,3,1,1,459,12227755
26,4,6,3,4,776,12227789
6,4,6,2,1,868,12227859
269,18,115,38,36,5407,12227893
24,0,14,2,13,1987,12227904
2,0,4,1,1,247,12228152
37,7,44,7,5,2284,12228170
65,19,56,39,15,1785,12228195
29,9,32,7,11,1037,12228415
18,4,34,2,3,1016,12228455
61,10,48,4,12,2093,12228517
3,0,11,1,0,289,12228620
66,77,110,73,30,4573,12228806
41,5,27,4,13,1527,12228917
52,3,42,4,13,1688,12228918
95,16,57,15,25,2588,12228972
67,7,94,13,7,2350,12229029
21,14,45,4,8,1477,12229034
83,12,62,14,12,2796,12229037
92,12,71,15,8,1626,12229065
